url,name,ticker,image_path,release_date,retail_price,number_of_sales,price_premium,average_sale_price,style_code,colorway
https://stockx.com/adidas-yeezy-boost-350-v2-sand-taupe-infants,adidas Yeezy Boost 350 V2 Sand Taupe (Infants),YZB350V2-ELDAI,/images/sneakers/adidas/yeezy/YZB350V2-ELDAI.jpg,12/18/2020,$140,,,,,ELIADA/ELIADA/ELIADA
https://stockx.com/adidas-yeezy-boost-350-v2-sand-taupe-kids,adidas Yeezy Boost 350 V2 Sand Taupe (Kids),YZB350V2-ELDAK,/images/sneakers/adidas/yeezy/YZB350V2-ELDAK.jpg,12/18/2020,$160,,,,,ELIADA/ELIADA/ELIADA
https://stockx.com/adidas-yeezy-boost-350-v2-multi-color-f-f,adidas Yeezy Boost 350 V2 Multi-Color (F&F),ADI-ADYB3VMSS,/images/sneakers/adidas/yeezy/ADI-ADYB3VMSS.jpg,,,,,,,SUPPLIER COLOUR/SUPPLIER COLOUR/SUPPLIER COLOUR
https://stockx.com/adidas-yeezy-boost-350-v2-yecher-reflective,adidas Yeezy Boost 350 V2 Fade Reflective,YZB350V2-YCHRRF,/images/sneakers/adidas/yeezy/YZB350V2-YCHRRF.jpg,,$250,,,,,YECHER/YECHER/YECHER
https://stockx.com/adidas-yeezy-boost-380-calcite-glow-kids,adidas Yeezy Boost 380 Calcite Glow (Kids),YB380-BLFGK,/images/sneakers/adidas/yeezy/YB380-BLFGK.jpg,10/31/2020,$170,,,,,CALCITE/CALCITE/CALCITE
https://stockx.com/yeezy-slide-core-infants,adidas Yeezy Slide Core (Infants),YZYSLD-CREI,/images/sneakers/adidas/yeezy/YZYSLD-CREI.jpg,09/04/2020,,,,,,CORE/CORE/CORE
https://stockx.com/adidas-yeezy-750-cleat-black,adidas Yeezy 750 Cleat Black,YZY750C-BLK,/images/sneakers/adidas/yeezy/YZY750C-BLK.jpg,,,,,,,BLACK
https://stockx.com/adidas-yeezy-750-cleat,adidas Yeezy 750 Cleat Tan,YZY750C-TAN,/images/sneakers/adidas/yeezy/YZY750C-TAN.jpg,,$300,,,,,TAN
https://stockx.com/adidas-yeezy-boost-950-turtle-w,adidas Yeezy Boost 950 Turtle (W),YZY950-TRTLW,/images/sneakers/adidas/yeezy/YZY950-TRTLW.jpg,10/29/2015,$625,,,,AQ4835,TURTLE/TURTLE-TURTLE
https://stockx.com/adidas-yeezy-450-dark-slate-infant,adidas Yeezy 450 Dark Slate (Infant),ADI-ADY4DSDDI,/images/sneakers/adidas/yeezy/ADI-ADY4DSDDI.jpg,06/26/2021,$120,,,,GY5370,DARK SLATE/DARK SLATE/DARK SLATE
